genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Gm10110,-1.460421361,0.516336908,1.126663871
Btbd3,-0.191327685,-0.868329142,0.012311426
Cttnbp2nl,0.164887938,-0.989339901,0.63960869
Hs6st2,-1.063492793,-0.408413569,1.055854617
Gspt1,0.016540293,1.702400003,-0.916773403
Olfr1373,-0.045779909,6.397355033,1.241049762
Erbb4,-0.045715089,0.224335425,5.88559582
Tnfaip8,0.001758519,-0.177623502,-0.550818222
Cks2,0.439117671,1.8208158,-1.818001484
Gm6030,-0.375737544,0.689386074,0.665329812
Nectin2,-0.010802523,-0.759795678,0.455797611
Rpp25,1.505222216,6.05880835,-3.705251241
Erbb2,0.033192626,-1.13938705,0.081506766
Serpinb2,-0.858062511,-0.253615287,2.19206414
Itgb1bp1,-0.225414478,0.978553497,-0.680944971
Gm15772,0.313812955,0.745104266,-1.478388474
Otof,-0.75091299,-1.202213161,7.294423179
Tmem65,0.046357145,-0.6698193,0.086198333
Hsd3b3,1.196712531,-0.607171988,-0.182316395
Arf2,-0.077928478,0.471688453,-0.724634495
Cyp26c1,-0.089634959,-0.801772405,0.081357409
Adam1b,-0.749817999,0.764319451,1.009265917
Rpl9-ps6,-0.982530249,0.735368251,4.9502525
Ctrc,-0.460848589,-0.733284931,-0.091350435
Acat3,-0.205163658,1.24031435,-0.661048717
Ifit3b,-0.001491781,-1.00770165,0.618428586
Fabp4,0.110597017,-0.763353864,1.477923916
Ncr1,0.193314833,-0.176896217,0.067733707
Tlr12,-0.42212448,-1.596313528,0.709309277
Gm12751,-0.684445787,1.512948884,-0.62459704
Cnr2,-0.110685062,0.284482145,-0.917850516
Tubb4a,0.000548058,0.051539606,-0.539853025
Rps3a2,0.633204122,1.57647496,-0.983769419
2310039H08Rik,-0.298446448,1.484534984,-0.403551621
Btnl1,-0.531372809,-0.994818002,-0.153647999
Ganc,0.006744372,-0.980499284,0.242176349
Ncs1,-0.096595769,2.628393013,-1.126055697
H2bc12,0.334883601,-0.040712746,-1.300915049
AI413582,-0.226595673,-0.16692852,-0.222465294
Gm16477,-1.479025206,0.607034332,1.321064285
Ei24,0.212148269,0.44330116,3.230411173
Csprs,0.818217803,-0.935659729,0.164823961
Kcnc3,-0.289231849,1.316814817,1.064174498
Actg1,0.06405821,-0.109839798,0.039406002
Gm14176,-2.754929575,-0.503120057,4.81888258
Phactr2,0.186414783,-0.494365303,0.233204806
Impdh2,-0.04440454,2.405948412,-0.942197561
Rpl31-ps11,0.188444588,1.093020471,-0.366046709
Klhl24,-0.263600933,-1.562737576,0.799246557
Hdac10,-0.239245481,-0.207034319,-0.05996106
Gm10123,0.236158982,1.952407631,-0.812913096
Mtap,0.073231433,2.025330343,-1.498193511
Kdr,-0.276810278,-0.112860325,0.022812126
Cped1,-0.223784015,-0.427882668,0.992603276
Mrpl42,0.171076802,2.061434619,-1.329293203
Ica1,0.085990056,1.399167684,0.165613811
Ccni,-0.140204829,-0.659176416,-0.402815905
Mapk3,-0.053574558,-0.566859509,-0.493069161
Csn2,0.288424271,-0.463683475,-0.155544786
Cd300lb,-0.391877579,-1.237859729,1.514596394
Ldha,0.053470388,2.096876222,-1.484984885
Gvin-ps7,-0.012555981,-0.694403404,-0.375945592
Rpl27,-0.270060669,1.558735415,-0.507246075
Usp31,-0.127249633,1.898600768,-0.937638197
Krr1,-0.025307344,1.648446495,0.305996021
Zfp947,-0.134947162,-0.282876848,0.065815753
Stk24,-0.146594942,-0.536737623,0.131858995
Gm10131,-0.196737361,1.743701701,-0.709885969
Gm7117,0.162899196,0.679530806,-0.438746916
Ube2d2b,-0.132277768,-1.091469586,0.050344655
Lrmda,0.425704908,-0.280316298,-0.128510223
Gm5616,-20.30559919,0.384369719,21.64220477
Gm10132,-0.205984298,1.467506396,-0.994286273
Jazf1,-0.184116943,-1.022244361,0.447068919
Gng8,-1.476023771,0.200501635,6.59082773
Gm10135,0.042630592,-0.413791174,0.502698778
Zbtb18,-0.109543677,0.311951958,-0.433509092
Olfr98,1.266985077,-1.470706996,0.021593345
H2ac21,-0.581785967,-0.132360195,-0.024419449
Cycs,0.035554538,1.737671317,-0.704977778
Rnf217,-0.219134427,-0.359380048,0.411141833
Chchd1,-0.095495491,1.823221081,-0.935490067
Hspbp1,-0.10970904,1.767367037,-0.58363408
Alms1,-0.080112062,0.006815133,-0.522235412
Arl9,0.542237974,2.393690646,0.643659946
Gm6065,-1.001686599,1.40532081,0.534794392
Gpx1,-0.169752775,-0.080493556,-0.268450669
Slc24a3,-0.195443371,0.454191322,1.55788362
Ptcd3,-0.448571202,0.531514744,-0.200402646
Gm6498,0.658467913,1.480153883,0.071391083
Gm7964,0.051130535,1.279967298,-0.784092179
Klk1,-0.129964573,0.111943698,-1.48566045
Srrm4,0.380122561,0.647279121,1.883196298
Pepd,-0.183765433,1.462770096,-0.218518222
H2ac19,-0.243863929,-0.389434049,0.003792249
Ipcef1,0.169458254,-0.741499638,0.476687396
Hcst,0.111024685,-1.053579884,-0.070004879
Rhox8,0.268419893,-0.16900227,0.993118044
Zfp69,0.011967255,-0.881588018,0.793978919
Rab44,0.424918519,0.542597905,1.846945002
Prol1,0.675612017,0.224311434,5.318564947
Izumo1,0.396648753,-0.876176309,1.656040149
NA,0.386006395,-0.169728059,-1.039241684
Gm4735,-1.470427092,-5.948906255,2.05986346
Gm10145,0.439397463,3.893579974,-2.193354937
Ano6,-0.017829085,-0.949256937,0.445943061
Ifi27,-0.048746241,-0.890771542,0.353819297
Paqr9,0.431333524,-0.704682864,-0.27956793
Chil1,2.110713944,0.749881924,-0.631033055
Ethe1,0.19603396,-0.039718953,-0.400519911
Gimap8,-0.132425616,-0.462270401,-0.258806813
Zfp428,-0.229956417,1.800251984,0.782994714
Hvcn1,-0.281350804,0.054113382,-0.539670693
H4c12,-0.030564175,-0.417476613,-0.543971147
4921528I07Rik,-0.520540698,0.945463534,3.024366991
Gm10146,-0.395618152,2.12997772,-0.631059244
Siva1,-0.059037312,1.339427913,0.320237109
mt-Co2,0.119485598,0.422196434,1.450953811
mt-Atp8,0.167150927,0.184900736,-0.013358811
Cpped1,0.169843503,0.018183633,2.417717091
Cd209b,0.858420143,-0.83180027,-0.441030831
Aurkaip1,-0.103644729,1.151848129,-0.709270577
Zfp600,-0.468506507,1.341405162,0.732799731
Muc5b,-0.13629733,2.09339676,0.893500207
Adamtsl1,0.969898729,1.670151975,2.364133336
Gm10154,0.857438881,0.078625077,-0.831960291
Gm10155,-0.5749478,0.375618863,-0.031529341
Cacng3,-0.714228466,0.350113682,2.292430327
Anks6,-0.260218942,-0.407158114,-0.016556522
Ipo7,-0.028156316,1.721465266,-0.816023879
Gm10157,-0.636502289,1.056241594,1.102324017
Gm12918,-0.000725568,-9.436503509,10.44863547
Wdr6,-0.003890208,-0.340628474,0.226963814
Rps13-ps1,-0.793130316,0.253414989,0.891990479
Serpina3f,0.829620847,-0.11351099,-0.186483003
Rdh11,-0.187457021,0.802031207,-0.812668709
Gm10163,-0.155142925,-0.067971238,0.307586301
Gm5786,0.006857316,1.297160073,-0.757120034
Rpl17-ps9,-0.019787525,0.15001535,-0.614426526
Gm6969,0.642027013,-1.440857335,4.217775375
Insyn1,-0.115215816,3.703263107,0.525393704
Tecpr1,-0.085362003,-0.763814196,0.539065727
Pgk1-rs7,-0.045925673,7.334723662,-0.94862962
Pilrb2,0.321840866,-0.343212378,-0.031693204
Pilrb1,0.427135157,-0.188332146,-0.160395429
Zbtb16,-0.084171078,-0.329136927,1.99869374
Gm10172,0.102805844,0.422597302,1.296196887
Rnasel,0.152085965,-1.155723301,1.010341881
Gm10181,-0.269730085,-0.94192593,2.484644936
Hmcn1,-0.605519423,-0.030684114,0.320524635
Oas1g,0.034998225,-0.698405682,0.482982819
Rps23-ps2,-0.898336455,-0.42890676,0.489737178
Cryba4,0.893177109,-0.453128984,-0.409604663
Serpinb7,-0.585289543,-0.736830256,0.254873205
Vmn2r10,0.048965351,-0.850220069,0.795019219
Capza1-ps1,-0.397350175,0.064177801,-0.640693425
Rps12-ps3,-0.065097608,0.281228123,-0.44326527
Rps15a-ps5,-0.525195167,-0.251377367,0.723900111
Rpl7a-ps11,-0.846897314,0.307332897,2.787651279
Jchain,1.52284578,0.246002998,-0.156909868
Eif1ax,-0.113091136,1.925047978,-1.177013102
Frat1,-0.408195131,-1.063915496,0.719862782
H2-T23,-0.005135879,-0.803580534,0.220686822
Nipal1,-0.127401176,1.941042398,0.636060047
Cnga1,-0.011789252,0.112819208,2.208039245
Gm10203,0.01419026,-0.799136987,2.216473748
H2-Eb2,-0.043857266,-0.149679268,-1.000196115
Rps25-ps1,-0.617098564,0.860245883,0.541016413
B430203G13Rik,-0.102997163,-0.115297327,2.247681484
Tmem128,-0.085698787,0.214818833,-0.310316763
Lyar,0.104995233,2.286102045,-0.969530028
B3galt4,-0.180598854,0.3441569,-0.517710889
H4c11,-0.194073125,-0.51673763,-0.236130494
Olfr1456-ps1,-0.082414642,-0.927007641,2.058991127
Gm7666,-0.000784483,2.550853461,-0.793466833
Rpl35a-ps3,-0.206549604,-0.277916416,4.109747692
S1pr3,0.511899304,-0.369673488,-2.375821899
Klra3,-0.215902929,0.023863634,-0.661237691
Klra7,-0.253450188,-0.204416439,0.292434457
Gm5862,-0.254429227,-0.29425731,0.476234205
Lpar5,0.20319859,-0.132565479,-1.013179219
Gm10221,0.676986433,1.499347665,-0.530209592
BC003965,-0.045713828,1.830668848,-0.725297758
Khdc1a,-0.710294842,0.334520974,0.36446886
Myl9,-0.398891836,-1.327224882,1.198451978
Zic3,0.571806848,0.454887624,1.738654344
Tcea1-ps1,0.515120677,3.071056994,1.126294418
Casp16,0.161597616,2.531988148,-0.883907423
Rex2,-0.545717857,-0.638773747,-0.554320391
Rtl8b,0.028689825,-1.036937529,1.110914428
Rtl8a,0.213763935,-1.073871212,0.789856787
Gtf2f2,-0.024274957,1.840730104,-0.79892001
Gm14648,1.680376011,1.596621851,-1.428858515
Mas1,0.263636748,1.692693283,1.871901771
Tcp1,-0.031856616,1.849705875,-1.012081351
Cenpm,0.217288926,1.580510678,0.014068328
Tnfrsf13c,-0.23730623,0.528270626,-0.684859545
Ndufaf2,0.271245317,2.051351036,-0.615177079
Lgals1,0.001179535,-0.610534317,0.147583368
Apol9b,0.610834803,-0.248205729,-0.021637289
Apol7b,-0.200317899,0.015291552,-0.346859435
Usf3,-0.091110679,-0.677431039,0.044334465
Nat8f4,-0.111602722,0.159862172,-0.280874934
Slc4a5,-0.243946976,1.839635013,-0.561571177
Gml,1.302082345,1.394551105,-3.079274433
D430041D05Rik,-0.162506757,-0.605494536,1.800055659
Gm10240,0.291284193,-1.057738327,1.227308964
Rnase12,-0.08071935,-0.858744843,-1.455284463
Pnp2,0.712090506,-0.815929528,-0.756584016
Duox2,0.675610162,0.224308977,5.106599724
Uty,-2.641657216,-0.017352767,2.071693034
Gm5518,0.189826304,2.565597986,-0.851143769
Gng5,-0.109653162,0.669214153,-0.860265516
Zfp467,0.032481871,-0.887892642,0.072391351
Myadm,-0.327620605,-2.702155867,0.424665481
Rpl7a-ps3,-1.581900227,1.227592174,0.877689589
Mgam,2.351089424,0.391846472,0.704706254
Gml2,1.046232947,0.938411884,-2.342618101
Gm8225,-1.888434047,0.468305823,2.186352187
Flnc,-3.52404725,-1.669939143,7.297731077
Tmem167b,-0.11835271,0.594546493,-0.575053196
Trp53i11,-0.218002891,-1.546924665,1.944039784
Celsr2,-0.761144452,-0.068799656,2.240407469
Psrc1,0.181641142,-0.264409359,6.631879706
Mybphl,0.428634213,-0.1429752,2.730459275
Sort1,0.719091937,-0.941086045,-0.053451147
Ptprz1,0.521303363,0.245632893,1.403363727
Psma5,-0.093102436,1.716500808,-0.949280418
Il3ra,0.124675244,-0.812340371,0.733243561
Rap1a,0.053468038,0.385314915,-0.906388591
H2bc21,-0.159214681,-0.126326886,-0.189699322
Sf3b4,-0.131831724,1.272907432,-0.573590537
Gm128,-0.120576906,-0.38978486,-0.272714558
Selenbp1,0.233490077,-0.836207301,-0.084240068
Ssb,0.020488246,1.661212267,-0.898315992
Sprr2a2,-0.192842312,0.453127929,0.384302914
Gm5537,1.320962009,2.535195251,-0.82056398
Gm10254,2.360876239,3.763329602,-0.698880416
Ddx3y,-6.072993388,0.750624791,3.71653074
Eif2s3y,-5.904062759,0.225962073,3.996277971
Gm10259,6.123675701,6.856262036,-6.700392473
Zbtb10,-0.145389039,1.118124879,1.271914491
Cep43,-0.349272503,0.439260566,-0.394668168
Zfp874a,-0.149150043,0.232964689,2.277787208
Fam8a1,-0.077390428,-0.220808789,-0.286033824
Dusp22,-0.304894566,-0.320417617,-0.007558067
H3c2,0.528961487,0.225730637,-1.322398094
H2bc7,0.061012167,0.68009433,-0.750380054
H2ac6,-0.125923529,-0.17245042,-0.352806243
H2ac8,0.278398445,0.163246999,-1.090177779
H4c6,-0.002611532,-0.287790998,-0.697359868
H2bc11,0.284440112,0.193946102,-0.692017175
H2ac11,0.309694769,0.156199583,-0.771261651
H2ac12,0.612356412,0.208711033,-1.863717608
H2bc24,-0.159834022,0.333511715,0.022508764
H4c18,1.073736702,0.046252146,0.219014068
H4c17,-8.932223898,-0.226481789,0.235076355
H2bc22,-0.068458041,0.053686659,1.3057066
H3c3,0.353879218,-0.068035995,-1.054808363
Lyz1,0.719409306,-0.82144647,-0.413400409
Lyz2,0.015889252,-0.420806234,-0.620699534
Gm11733,0.400907802,-2.68970787,2.130039558
Cd300ld3,0.159492335,-0.825011299,0.468214813
Cd300ld4,0.579457669,1.511057175,-1.268642114
Gm10273,0.828621942,4.501116776,-1.852627887
Pex11g,-0.079410812,-1.23412021,1.058107281
4933406P04Rik,-0.71342309,-0.300845944,1.071947268
Ube2u,0.215697687,-0.148406519,1.973632818
Psmb3,-0.097148414,1.487247803,-0.829156494
Tmem100,5.087760808,1.208463695,-1.329096339
Wfdc17,1.530376623,-0.401280859,0.014667358
Slfn9,-0.446130084,-0.585459065,0.717003516
Ccdc92b,3.310829149,1.266207459,-1.825524528
Nlrp1a,2.6736267,-1.9144089,2.349905993
Ahnak,-0.225334552,-1.291655092,0.540689915
Irgm2,0.211251952,-0.18740352,-0.545144786
9930111J21Rik1,-0.077911299,0.112425857,-0.764671105
Spdl1,0.108368032,2.234811043,-0.727294591
Insyn2b,-0.034111884,-0.637579394,0.16862675
Hba-a2,-2.204794961,-1.671980417,-1.969706014
Hba-a1,-2.204495195,-1.472841003,-2.467755155
4932416K20Rik,0.052849869,0.291380237,1.474582412
Fcho1,-0.092432379,-0.459104742,0.105297617
Fam149a,0.326786643,-0.799265503,-0.403561299
Mfhas1,0.453878232,-0.836477436,-0.258923838
Ndufaf3,-0.072721757,0.266283646,-0.718300713
Trcg1,-0.281732708,2.327075225,0.343485024
Eif3g,0.067254913,1.969712242,-1.048314594
Mmp27,0.960887173,-1.134728594,0.661749225
Tmem235,-0.753198994,4.002889194,1.77154932
Qrich2,-0.433986569,1.077096073,0.804556739
Gpr179,-0.283579808,1.080433391,2.560117061
Hsf5,-0.720422755,2.340123446,-0.029815484
Ccnd1,0.129556082,0.360453132,-0.985083689
Itgad,0.338331535,-0.586794098,0.169752888
Capza1,-0.158108441,0.5520906,-0.663285093
Nlrp1b,1.653750675,-0.242746402,0.085089428
Tmem256,-0.292303776,-0.049611496,-0.310221577
Art5,-0.862451205,0.341959761,-0.104301125
Serpinh1,-0.11531403,0.147180973,-0.586143779
Tlnrd1,-0.013622628,0.360458938,-0.661297181
Erich6,-0.046432378,2.997583589,0.071375992
Fam217b,0.562908161,-0.315818451,0.816310016
Chchd2,-0.193172762,1.314090574,-0.928181064
Tmem132b,-0.653129715,2.389666054,0.658454873
Gm6505,-0.029399833,2.253719534,-0.629245491
Spaca4,-0.378666067,2.372121866,-0.947850215
Trmt112-ps2,0.273952705,0.08973501,-0.132363743
Gm572,0.002636819,-1.392586265,0.634833955
Vmn2r84,0.070284285,1.225644366,-0.894562644
Gm10282,-0.001845808,1.039017591,-0.604344389
Rbm44,0.69845019,1.852377842,-1.59865697
Ceacam20,-0.207156226,-0.66466454,1.800464229
Pnmal2,-0.286083907,-1.034969068,2.247949476
Cited4,1.52283551,-0.891314323,1.501542261
Bicra,0.033566048,-0.898413463,0.729359552
NA,0.250591549,-0.844648897,0.598890011
Aurkc,0.052065214,2.782980596,-0.616504743
Vmn2r30,-0.313013067,2.90815052,0.346251498
Zfp804a,0.031297419,0.603056852,1.739816051
Skint3,-0.273233188,-0.600654469,0.394040429
Lilra5,0.389897094,-0.488078409,0.35138989
Ldlrad1,-0.705324842,0.196719483,1.276321035
Gad1,-0.531819964,-1.357162692,0.975519959
Gm13288,0.074390192,-0.528861127,0.270834315
Klhl9,0.04328452,-0.014410995,-0.505721469
Speer4d,-0.045712152,0.224339406,6.097540211
Gm19680,2.57997112,1.77579952,-5.794495792
Actl7a,0.010408743,1.889806866,-1.173411214
Actl7b,-1.21241032,0.941344957,2.377674419
Ccl19,-0.005358291,0.520911569,1.321096836
Ndufb6,-0.266392252,1.400061201,0.520716581
Gm10309,-0.136877631,-2.442846783,2.439842562
Camkmt,0.188473745,-1.124129187,0.431267798
Impdh2-ps,1.00507309,0.959673458,0.527437883
Rasgrp3,-0.096014527,0.358501686,-0.461469282
Treml2,-0.373701708,-1.030341855,0.256166213
Ptges3,0.213210794,1.988353589,-1.418704242
Lrrc73,-0.573202182,1.428016629,0.966151041
Jund,-0.285604994,-0.188163338,-0.289189805
Rpl36a-ps3,-18.8590158,0.422218263,24.00273158
Srsf3,-0.107465765,0.972746511,-0.855301101
Arhgef10,-0.209197121,-0.599047078,0.314728105
Naip5,0.297442288,-0.668661634,0.229319474
Cecr2,-0.512522547,0.112347419,2.019787826
2210408I21Rik,-0.161920321,-1.391542012,0.690343349
Zfp946,0.23874327,0.100438294,-0.419375933
Zfp942,-0.244623215,0.411313018,-0.562228352
Rps8-ps1,0.433956313,1.040368888,-0.667881545
Tcp10a,1.520391837,3.829903919,-0.221544808
Lsmem1,-0.205623927,0.868527134,-0.488774113
C1qtnf9,-0.246105447,1.940136639,0.617422322
Map3k5,-0.015215814,-1.138238764,0.603715773
Hpcal1,0.265079034,-1.171990325,2.635799136
Grid2,0.001961895,-0.205311484,1.701911118
Psmg4,-0.062637533,1.162002708,-0.719936516
H2ac7,-0.635926163,-0.076027131,0.441983429
Nutf2-ps1,0.071143226,2.452595227,-1.07692058
H2ac13,-0.090757362,0.133754986,-0.194643248
Atp5md,-0.174407094,1.65192226,-0.680819439
Gm10335,-0.381481757,1.026826901,0.772236258
3425401B19Rik,-0.195746158,-0.950686035,0.948476104
Nt5dc2,0.295443652,1.75996425,-1.540240738
Tigit,0.305718727,-0.14979319,1.729564646
Gm10339,6.440209975,6.232844826,-11.85953667
Rom1,-0.220597354,-0.604984986,0.267356156
B3gat3,0.063742172,-0.238666928,-0.099826658
1810009A15Rik,0.092816716,1.707945722,-0.900819778
Bscl2,-0.088196014,0.160992949,1.845935558
Zbtb3,0.03266519,0.886752684,-0.845169289
Polr2g,-0.02297378,1.30136342,-0.826258675
Snx29,-0.188761876,-2.195554813,0.916607014
Gm960,-1.051440375,1.081325013,1.142056186
Sms,-0.231126268,1.245773216,-0.844470554
Smpd5,0.12124021,-0.664278844,0.271998925
Gm14698,-0.259678198,0.850659226,-0.680193111
Rhox4e,0.795881668,-0.171136956,0.822397594
Rhox4b,-0.124488288,-0.217330964,-0.234419922
Lrrtm2,-0.089707788,-1.211704078,0.473412171
Ppia,-0.094381383,1.918331654,-0.59438363
Fndc1,0.762109345,-0.68531421,2.376695657
Ccnf,0.421552329,0.672458759,2.806167696
Ang,0.675797364,-1.10395281,0.427094906
Gm10354,-0.045695261,0.224364271,5.866656479
Septin5,1.479890242,1.414664655,-1.002639748
Tuba1a,-0.056530923,-0.403638717,-0.649470334
Nanos1,0.054687287,0.018991515,1.982800601
Lratd2,0.146366814,-0.157951549,-0.633596703
Ptrh2,-0.154280987,0.528268934,-0.576809759
Ear2,-0.229170387,-0.962386092,0.797466226
Gm10384,-0.044342013,-0.85337947,0.101517391
Slfn10-ps,-0.461275198,-0.821849689,1.333501223
Zfp783,-0.270796641,1.548592719,0.078375757
Ugt3a1,-0.058830576,-0.223712046,-0.319280185
NA,-5.403214317,-1.952862041,6.300531429
Gm10392,-0.932311939,-1.452785963,0.916599126
NA,-0.17019156,1.902683339,-1.681975547
Tmem254a,-1.641212137,-0.623597639,0.364364627
NA,-0.964560083,-1.109858051,0.838856194
Gm10401,-0.045911289,6.663957691,-0.737595551
Klra10,-0.54473524,-0.264030034,1.521039582
Myo18b,0.318146464,-1.00127338,1.605650619
Klra14-ps,-0.16160357,-0.035035178,0.657887723
Grcc10,-0.146051265,-0.019177117,-0.503186121
Gm10420,-0.48655334,1.424495272,0.486509895
Abcb5,-0.387372263,-1.163875541,0.711203055
NA,0.559547082,-0.894886485,3.885866211
Cep170b,0.115323385,0.235433298,4.76043874
Gm10434,0.623863119,0.807296056,0.994829239
Gm12258,-0.092625224,-0.431623092,0.334016906
Noxred1,0.008396801,-0.44528854,-0.203315298
Gm10443,-0.206992227,0.467834018,0.051753857
Acot1,-0.065577875,-1.236160419,3.242636401
Tmsb15l,-0.218854541,-0.649921533,0.090124354
Gpr174,-0.175307203,-0.095695301,-0.734257502
Gm5127,-0.373672646,-1.67158316,0.462703547
Zxdb,-0.071681758,0.16356229,-0.209401578
Hbq1b,-0.707578263,-2.206098487,-0.777327286
Xlr3b,0.880621251,1.347094656,-1.738057464
Gm1141,1.456327437,4.519394509,-1.618872274
Vma21,-0.005755949,0.217059217,-0.533595734
Zfp449,-0.060115621,-0.307475997,1.36113802
5730507C01Rik,-0.15778571,0.543796939,-0.791839817
Bnip3l-ps,-4.075623199,-3.805528511,9.481426446
Trim10,-0.919957645,-0.863408801,-1.793390041
Lst1,0.255252894,-0.477763051,-0.324862494
C4b,0.960528648,0.276583242,0.115434078
Btnl5-ps,1.677144162,-0.250468873,-0.224425996
H2-Ab1,0.00874549,-0.026861418,-0.388406312
Zfp414,-0.15292997,-0.501635678,0.280298608
Arhgdig,-0.441820467,1.805996337,-0.794609402
Wdr90,-0.179747565,-0.636801897,0.112744784
Nme3,-0.081631096,0.516949289,-0.464860686
Eme2,-0.135935586,1.415707141,-0.443704277
Gm10509,-0.123915001,0.458725213,-0.443270487
Smok2b,-0.252511077,0.402755629,2.073902331
Sft2d1,-0.227760959,-0.089812455,-0.014944262
Csnk1g3,-0.16340452,-0.56319469,-0.127182479
Arl14epl,-0.188453316,-0.722060385,2.655497444
Ecscr,-0.57317542,0.142219769,0.887962946
Prob1,0.343813783,1.105186207,0.701597249
Gm10557,-0.061233191,1.779124083,-0.131074761
Hspe1,0.039498919,2.411493581,-1.09164089
Pgap1,-0.414373472,-1.260166963,-0.342227879
Faap20,-0.007139403,-0.063684189,-0.512625353
Lmbrd1,-0.122971123,-0.839370048,-0.1905701
Cdkn2b,0.330604294,0.994020737,2.683377471
Tufm,0.047093791,1.873870175,-0.865982345
Mup7,-0.045727116,0.2243174,6.543487947
Gm5859,0.829013792,-0.769661512,2.7836716
Il11ra1,-0.084904948,-0.397267139,0.084136834
Gvin3,0.046352645,-0.193803954,-0.730129867
Olfr692,1.258638731,3.215226768,0.101862542
Mob3b,0.237228263,-0.33295636,-0.036221031
Hbb-bt,-2.197006756,-1.72458003,-1.837482501
Rhog,0.074797117,-0.541946488,0.059001186
Omp,0.0406577,-0.124542004,-0.339638825
Osgin1,0.737267776,-1.178128319,0.88249031
Svip,0.024703676,-0.061989388,-0.902052812
Cmtm2a,-0.006436236,-0.816413729,0.195102569
Il4i1,0.16021599,1.704731636,0.126986539
Zfp788,0.021306699,0.468507532,-0.623651578
AW146154,-0.101425263,0.38616645,-0.45850988
Znhit6,0.110486635,2.369670794,-1.056243133
G430095P16Rik,-0.225297035,-0.907629786,0.64142356
Sdhaf1,-0.16347972,1.909068657,0.801554911
Gm10642,-0.001364032,-1.992569574,1.66080696
Gm10644,0.168396037,-0.611953249,-0.016303552
4932431P20Rik,-0.337854896,-1.613763665,4.045966496
Gm10645,0.151986492,-0.780265116,-0.140564019
Gm10651,-0.962596003,1.447062123,0.826891435
Gm10654,-0.122958304,2.769683101,-0.562394273
Ceacam1,-0.277630519,-2.168892288,0.568972991
Phldb3,-0.206235431,-0.732641961,0.38482669
I830077J02Rik,0.552478924,-0.727421223,-0.938315563
Tmigd3,0.389744145,0.230853889,-0.740870241
Ehd2,-0.292065221,-0.390251344,0.217408373
H3c13,0.102565147,-0.515433696,0.104271938
Gm10689,-0.996138864,0.5932993,0.143670585
Gm14548,0.027589182,-1.660130685,0.389265259
Gm15448,-0.121957955,-2.327150836,0.70795121
Gm10693,-0.418602464,-2.118416152,1.066453231
Gm15319,0.572047341,1.943747723,-0.099590128
Gm10702,-0.239802608,-0.700601829,2.782100542
Rtraf-ps,-0.341462416,1.656961712,1.274295252
Mex3a,-0.25825919,2.29678466,-0.99289854
NA,-0.083416413,-2.152282541,1.523103204
Zfp558,0.254040057,1.905067955,-0.644004723
Fat3,-0.855968333,0.209673319,2.064226193
Gm10705,-0.099384179,1.185675322,-0.79572551
Arfip1,-0.12616414,0.003506826,-0.183439738
Gm14327,0.196533988,0.63991332,-0.591530796
Gm10720,-1.825415096,0.200582263,7.396535906
Kcng1,0.189986841,-1.798512923,0.43648371
Ripor3,-0.266505873,-0.142144035,0.167163492
Mgst2,0.025151572,-1.400674915,1.444822512
Tox2,0.601525461,-0.452635521,0.780250391
1700034I23Rik,-0.077894238,-1.645434662,0.798454072
Mafb,0.541854592,-0.686104094,0.739214914
Arhgap40,1.416337534,6.607471662,-0.737588657
Tldc2,-0.349739238,-2.228894886,0.980876966
3110070M22Rik,-0.143204091,0.658330555,1.155578591
Lrrc31,0.166822856,0.067583458,-0.200040281
Eif2s2,0.16256424,1.733930594,-1.038360225
Tspyl3,-0.009882785,-0.176549612,-0.178327268
Ttll9,-0.160829084,0.018555196,2.20567774
Sirpb1c,0.128712375,-0.474879424,0.120001506
Gm10750,-0.320750815,-1.294057865,0.724665981
Thbd,-0.437158282,-1.003459713,1.091083062
Arrdc3,-0.062409718,0.895009338,0.983855145
Gm4149,-0.288230959,0.425854282,0.692847927
Gm10762,-0.667145667,0.511227503,0.495772613
Gm10774,1.422670637,6.012716214,0.941009122
Zfp934,-0.204425848,0.839262144,-1.015433711
Zfp808,0.015680333,0.274604997,-0.478487134
Grk6,-0.236903459,-0.711253361,0.16124906
Ifit3,-0.11189165,-0.976683688,0.33811473
Sptbn5,-0.083933776,-1.152098213,1.981097837
Gm2058,-2.33788836,-0.64244153,4.262763873
Ranbp6,-0.070675504,0.521146207,-0.539684971
Chst14,0.281895934,-1.002295369,1.176598427
Pak6,-0.031433365,-0.947788291,2.059504511
Gm13981,0.089441795,0.60281893,1.203288606
Grem1,-0.087910794,-0.455409759,1.469166463
Actg-ps1,0.130636401,-1.41513697,1.498556486
Gm10800,-1.797783442,0.497825176,7.815733576
Gm10801,-1.706752023,0.581231762,7.700016716
Accsl,-0.031676493,1.09107446,3.849694257
H2bc3,0.027019943,-0.101054943,-0.843954841
Gm4981,-2.057555665,-0.438881166,6.826690705
Duxf3,-1.465694113,1.621128624,6.775790408
Yae1d1,0.020894091,1.79853018,-1.065107064
Olfr1506,-0.045779595,4.194302801,1.952630734
Cd80,0.500458591,0.300979407,4.436581007
F930017D23Rik,-1.086470437,-1.54125528,0.892265386
Znhit2,-0.17244038,0.568440938,-0.440301923
Ccdc58,-0.064280548,1.56591731,0.517537006
Amd1,-0.042978468,1.342832298,-1.263148494
Cenpw,-0.111578556,-0.316755329,-0.223494915
Gm10819,0.203060292,-1.255690795,2.63826826
