genes,Raditation_LFC,Radiation_FDR
Rpl17-ps9,-0.614426526,0.830249835
Gm6969,4.217775375,0.153749069
Insyn1,0.525393704,0.696988023
Tecpr1,0.539065727,0.050940841
Pgk1-rs7,-0.94862962,0.937871678
Pilrb2,-0.031693204,0.964953277
Pilrb1,-0.160395429,0.814769897
Zbtb16,1.99869374,0.056634775
Gm10172,1.296196887,0.180532405
Rnasel,1.010341881,0.006535248
Gm10181,2.484644936,0.03734815
Hmcn1,0.320524635,0.753741718
Oas1g,0.482982819,0.579221859
Rps23-ps2,0.489737178,NA
Cryba4,-0.409604663,0.832057084
Serpinb7,0.254873205,0.783657353
Vmn2r10,0.795019219,0.576563471
Capza1-ps1,-0.640693425,0.662482835
Rps12-ps3,-0.44326527,0.687617099
Rps15a-ps5,0.723900111,0.508266563
Rpl7a-ps11,2.787651279,NA
Jchain,-0.156909868,0.925071066
Eif1ax,-1.177013102,0.000770879
Frat1,0.719862782,0.022791076
H2-T23,0.220686822,0.547800641
Nipal1,0.636060047,0.65748647
Cnga1,2.208039245,0.069586541
Gm10203,2.216473748,0.017603231
H2-Eb2,-1.000196115,4.89E-05
Rps25-ps1,0.541016413,0.789479358
B430203G13Rik,2.247681484,0.012985227
Tmem128,-0.310316763,0.492668062
Lyar,-0.969530028,0.002696854
B3galt4,-0.517710889,0.159286622
H4c11,-0.236130494,0.736974089
Olfr1456-ps1,2.058991127,0.197667959
Gm7666,-0.793466833,0.312091951
Rpl35a-ps3,4.109747692,0.294697479
S1pr3,-2.375821899,4.90E-15
Klra3,-0.661237691,0.606745326
Klra7,0.292434457,0.805967344
Gm5862,0.476234205,0.814673337
Lpar5,-1.013179219,0.044193349
Gm10221,-0.530209592,0.91826984
BC003965,-0.725297758,0.096097879
Khdc1a,0.36446886,0.873740911
Myl9,1.198451978,0.355881848
Zic3,1.738654344,NA
Tcea1-ps1,1.126294418,NA
Casp16,-0.883907423,0.628660033
Rex2,-0.554320391,0.881153738
Rtl8b,1.110914428,0.041520353
Rtl8a,0.789856787,0.225188312
Gtf2f2,-0.79892001,0.006519441
Gm14648,-1.428858515,0.623843138
Mas1,1.871901771,NA
Tcp1,-1.012081351,0.003112685
Cenpm,0.014068328,0.986921469
Tnfrsf13c,-0.684859545,0.023940503
Ndufaf2,-0.615177079,0.139505328
Lgals1,0.147583368,0.796363315
Apol9b,-0.021637289,0.992223226
Apol7b,-0.346859435,0.804169793
Usf3,0.044334465,0.899601215
Nat8f4,-0.280874934,0.638897427
Slc4a5,-0.561571177,0.755174754
Gml,-3.079274433,0.026613925
D430041D05Rik,1.800055659,0.115732965
Gm10240,1.227308964,0.637073757
Rnase12,-1.455284463,0.251026479
Pnp2,-0.756584016,0.539112967
Duox2,5.106599724,NA
Uty,2.071693034,0.003558399
Gm5518,-0.851143769,0.530051155
Gng5,-0.860265516,0.049433988
Zfp467,0.072391351,0.921834248
Myadm,0.424665481,0.554598549
Rpl7a-ps3,0.877689589,0.740528001
Mgam,0.704706254,0.771170517
Gml2,-2.342618101,0.313164435
Gm8225,2.186352187,0.174036982
Flnc,7.297731077,NA
Tmem167b,-0.575053196,0.11364446
Trp53i11,1.944039784,1.39E-08
Celsr2,2.240407469,0.000153428
Psrc1,6.631879706,3.80E-56
Mybphl,2.730459275,0.100127499
Sort1,-0.053451147,0.948564687
Ptprz1,1.403363727,0.366122692
Psma5,-0.949280418,0.017965569
Il3ra,0.733243561,0.156386462
Rap1a,-0.906388591,2.75E-05
H2bc21,-0.189699322,0.775866886
Sf3b4,-0.573590537,0.166046519
Gm128,-0.272714558,0.748850581
Selenbp1,-0.084240068,0.913695822
Ssb,-0.898315992,0.000358239
Sprr2a2,0.384302914,0.878354468
Gm5537,-0.82056398,0.486711553
Gm10254,-0.698880416,NA
Ddx3y,3.71653074,NA
Eif2s3y,3.996277971,NA
Gm10259,-6.700392473,0.126794646
Zbtb10,1.271914491,0.000191327
Cep43,-0.394668168,0.368448031
Zfp874a,2.277787208,3.73E-11
Fam8a1,-0.286033824,0.439943939
Dusp22,-0.007558067,0.988113346
H3c2,-1.322398094,0.024040338
H2bc7,-0.750380054,0.233699721
H2ac6,-0.352806243,0.633932492
H2ac8,-1.090177779,0.091720463
H4c6,-0.697359868,0.262195949
H2bc11,-0.692017175,0.358972058
H2ac11,-0.771261651,0.332726041
H2ac12,-1.863717608,0.008292859
H2bc24,0.022508764,0.98277215
H4c18,0.219014068,0.758920104
H4c17,0.235076355,0.932894117
H2bc22,1.3057066,0.099886577
H3c3,-1.054808363,0.053717745
Lyz1,-0.413400409,0.728276521
Lyz2,-0.620699534,0.513945411
Gm11733,2.130039558,0.337499966
Cd300ld3,0.468214813,0.61853782
Cd300ld4,-1.268642114,0.620446872
Gm10273,-1.852627887,0.522482174
Pex11g,1.058107281,0.011256822
4933406P04Rik,1.071947268,0.225188312
Ube2u,1.973632818,0.439943939
Psmb3,-0.829156494,0.073942701
Tmem100,-1.329096339,0.706747929
Wfdc17,0.014667358,0.991901442
Slfn9,0.717003516,0.284669001
Ccdc92b,-1.825524528,0.511471257
Nlrp1a,2.349905993,0.110975338
Ahnak,0.540689915,0.280118199
Irgm2,-0.545144786,0.099654973
9930111J21Rik1,-0.764671105,0.019019376
Spdl1,-0.727294591,0.104696922
Insyn2b,0.16862675,0.628622078
Hba-a2,-1.969706014,NA
Hba-a1,-2.467755155,0.494069393
4932416K20Rik,1.474582412,0.293430126
Fcho1,0.105297617,0.764942239
Fam149a,-0.403561299,0.738145313
Mfhas1,-0.258923838,0.378505527
Ndufaf3,-0.718300713,0.121580268
Trcg1,0.343485024,0.761258878
Eif3g,-1.048314594,2.14E-07
Mmp27,0.661749225,0.772871116
Tmem235,1.77154932,NA
Qrich2,0.804556739,0.578885926
Gpr179,2.560117061,0.003115913
Hsf5,-0.029815484,0.984890863
Ccnd1,-0.985083689,0.014533573
Itgad,0.169752888,0.787304164
Capza1,-0.663285093,0.119201921
Nlrp1b,0.085089428,0.922729969
Tmem256,-0.310221577,0.636308614
Art5,-0.104301125,0.960390758
Serpinh1,-0.586143779,0.646483261
Tlnrd1,-0.661297181,0.093839905
Erich6,0.071375992,0.966968553
Fam217b,0.816310016,0.555381062
Chchd2,-0.928181064,0.154367771
Tmem132b,0.658454873,0.573790633
Gm6505,-0.629245491,0.433950585
Spaca4,-0.947850215,0.658213327
Trmt112-ps2,-0.132363743,0.984048539
Gm572,0.634833955,0.745855269
Vmn2r84,-0.894562644,0.245092733
Gm10282,-0.604344389,0.660083901
Rbm44,-1.59865697,0.050578346
Ceacam20,1.800464229,0.054390932
Pnmal2,2.247949476,0.376341399
Cited4,1.501542261,0.442941218
Bicra,0.729359552,0.141996229
NA,0.598890011,0.164948395
Aurkc,-0.616504743,0.880847592
Vmn2r30,0.346251498,NA
Zfp804a,1.739816051,0.359317414
Skint3,0.394040429,0.789854444
Lilra5,0.35138989,0.763538566
Ldlrad1,1.276321035,0.492744341
Gad1,0.975519959,0.090253248
Gm13288,0.270834315,0.876412493
Klhl9,-0.505721469,0.206558344
Speer4d,6.097540211,NA
Gm19680,-5.794495792,0.107934308
Actl7a,-1.173411214,0.191281936
Actl7b,2.377674419,NA
Ccl19,1.321096836,0.554598549
Ndufb6,0.520716581,0.538986752
Gm10309,2.439842562,6.80E-06
Camkmt,0.431267798,0.38301774
Impdh2-ps,0.527437883,0.910591443
Rasgrp3,-0.461469282,0.154549292
Treml2,0.256166213,0.647642695
Ptges3,-1.418704242,6.80E-06
Lrrc73,0.966151041,0.601602227
Jund,-0.289189805,0.500556069
Rpl36a-ps3,24.00273158,NA
Srsf3,-0.855301101,0.025897728
Arhgef10,0.314728105,0.471239432
Naip5,0.229319474,0.64218029
Cecr2,2.019787826,1.75E-05
2210408I21Rik,0.690343349,0.247525979
Zfp946,-0.419375933,0.453276752
Zfp942,-0.562228352,0.146745854
Rps8-ps1,-0.667881545,0.756853423
Tcp10a,-0.221544808,NA
Lsmem1,-0.488774113,0.805286551
C1qtnf9,0.617422322,0.804512899
Map3k5,0.603715773,0.078340649
Hpcal1,2.635799136,1.42E-13
Grid2,1.701911118,0.293430126
Psmg4,-0.719936516,0.204931263
H2ac7,0.441983429,0.667595629
Nutf2-ps1,-1.07692058,0.00494931
H2ac13,-0.194643248,0.800781428
Atp5md,-0.680819439,0.115914839
Gm10335,0.772236258,0.746827952
3425401B19Rik,0.948476104,0.375686667
Nt5dc2,-1.540240738,0.044015345
Tigit,1.729564646,0.046077118
Gm10339,-11.85953667,NA
Rom1,0.267356156,0.677872196
B3gat3,-0.099826658,0.819693549
1810009A15Rik,-0.900819778,0.011432261
Bscl2,1.845935558,6.84E-07
Zbtb3,-0.845169289,0.121781402
Polr2g,-0.826258675,0.098851845
Snx29,0.916607014,0.000366888
Gm960,1.142056186,0.338271793
Sms,-0.844470554,0.005073931
Smpd5,0.271998925,0.72728892
Gm14698,-0.680193111,0.14159921
Rhox4e,0.822397594,0.728303567
Rhox4b,-0.234419922,0.859826613
Lrrtm2,0.473412171,0.468635428
Ppia,-0.59438363,0.234270665
Fndc1,2.376695657,0.30787542
Ccnf,2.806167696,2.69E-10
Ang,0.427094906,0.861399106
Gm10354,5.866656479,NA
Septin5,-1.002639748,0.634472086
Tuba1a,-0.649470334,0.021206359
Nanos1,1.982800601,4.25E-05
Lratd2,-0.633596703,0.121982585
Ptrh2,-0.576809759,0.101186751
Ear2,0.797466226,0.236490856
Gm10384,0.101517391,0.960016016
Slfn10-ps,1.333501223,0.066275099
Zfp783,0.078375757,0.874911373
Ugt3a1,-0.319280185,0.597416457
NA,6.300531429,NA
Gm10392,0.916599126,0.464665374
NA,-1.681975547,0.347107643
Tmem254a,0.364364627,0.722630706
NA,0.838856194,0.19802194
Gm10401,-0.737595551,NA
Klra10,1.521039582,0.425806033
Myo18b,1.605650619,0.086997372
Klra14-ps,0.657887723,0.624641476
Grcc10,-0.503186121,0.216517234
Gm10420,0.486509895,0.735742839
Abcb5,0.711203055,0.382725432
NA,3.885866211,2.85E-09
Cep170b,4.76043874,1.14E-49
Gm10434,0.994829239,0.72881735
Gm12258,0.334016906,0.416594175
Noxred1,-0.203315298,0.712959779
Gm10443,0.051753857,0.980057555
Acot1,3.242636401,1.22E-05
Tmsb15l,0.090124354,0.905442521
Gpr174,-0.734257502,0.001005013
Gm5127,0.462703547,0.753741718
Zxdb,-0.209401578,0.796486042
Hbq1b,-0.777327286,0.852227007
Xlr3b,-1.738057464,0.334120474
Gm1141,-1.618872274,0.535005223
Vma21,-0.533595734,0.178584533
Zfp449,1.36113802,0.24006686
5730507C01Rik,-0.791839817,0.328707257
Bnip3l-ps,9.481426446,NA
Trim10,-1.793390041,0.533475284
Lst1,-0.324862494,0.630923844
C4b,0.115434078,0.921222847
Btnl5-ps,-0.224425996,0.870955782
H2-Ab1,-0.388406312,0.212538773
Zfp414,0.280298608,0.483231578
Arhgdig,-0.794609402,0.687754845
Wdr90,0.112744784,0.875290264
Nme3,-0.464860686,0.4475007
Eme2,-0.443704277,0.259600563
Gm10509,-0.443270487,0.627091471
Smok2b,2.073902331,0.253347997
Sft2d1,-0.014944262,0.982157723
Csnk1g3,-0.127182479,0.704507818
Arl14epl,2.655497444,0.064984917
Ecscr,0.887962946,0.685697893
Prob1,0.701597249,0.130561006
Gm10557,-0.131074761,0.872161758
Hspe1,-1.09164089,0.034948052
Pgap1,-0.342227879,0.379907668
Faap20,-0.512625353,0.127205099
Lmbrd1,-0.1905701,0.580073491
Cdkn2b,2.683377471,0.002054625
Tufm,-0.865982345,0.011599234
Mup7,6.543487947,NA
Gm5859,2.7836716,0.099687248
Il11ra1,0.084136834,0.862875523
Gvin3,-0.730129867,0.010154881
Olfr692,0.101862542,0.976257833
Mob3b,-0.036221031,0.960390758
Hbb-bt,-1.837482501,0.610043202
Rhog,0.059001186,0.886390588
Omp,-0.339638825,0.683380818
Osgin1,0.88249031,0.399401606
Svip,-0.902052812,0.378628371
Cmtm2a,0.195102569,0.895147706
Il4i1,0.126986539,0.741550185
Zfp788,-0.623651578,0.028693158
AW146154,-0.45850988,0.300298306
Znhit6,-1.056243133,9.54E-07
G430095P16Rik,0.64142356,0.734265646
Sdhaf1,0.801554911,0.035105098
Gm10642,1.66080696,0.062800294
Gm10644,-0.016303552,0.985927477
4932431P20Rik,4.045966496,0.026043158
Gm10645,-0.140564019,0.900797959
Gm10651,0.826891435,0.816702049
Gm10654,-0.562394273,0.808139752
Ceacam1,0.568972991,0.186307588
Phldb3,0.38482669,0.291081031
I830077J02Rik,-0.938315563,0.072762936
Tmigd3,-0.740870241,0.598678476
Ehd2,0.217408373,0.719585666
H3c13,0.104271938,0.875142433
Gm10689,0.143670585,0.937871678
Gm14548,0.389265259,0.490546876
Gm15448,0.70795121,0.179029368
Gm10693,1.066453231,0.106325415
Gm15319,-0.099590128,0.960466625
Gm10702,2.782100542,0.39947687
Rtraf-ps,1.274295252,0.794764201
Mex3a,-0.99289854,0.004287133
NA,1.523103204,3.02E-05
Zfp558,-0.644004723,0.249973615
Fat3,2.064226193,0.247989417
Gm10705,-0.79572551,0.205370962
Arfip1,-0.183439738,0.693037448
Gm14327,-0.591530796,0.480802636
Gm10720,7.396535906,0.016664697
Kcng1,0.43648371,0.438856993
Ripor3,0.167163492,0.906695331
Mgst2,1.444822512,5.93E-06
Tox2,0.780250391,0.678188629
1700034I23Rik,0.798454072,0.352223991
Mafb,0.739214914,0.278828109
Arhgap40,-0.737588657,0.858044517
Tldc2,0.980876966,0.533475284
3110070M22Rik,1.155578591,0.441231662
Lrrc31,-0.200040281,0.913517482
Eif2s2,-1.038360225,1.15E-06
Tspyl3,-0.178327268,0.753089155
Ttll9,2.20567774,2.98E-06
Sirpb1c,0.120001506,0.936056885
Gm10750,0.724665981,0.542540047
Thbd,1.091083062,0.176673654
Arrdc3,0.983855145,0.007759604
Gm4149,0.692847927,0.753054182
Gm10762,0.495772613,0.618980819
Gm10774,0.941009122,0.918109083
Zfp934,-1.015433711,0.108135857
Zfp808,-0.478487134,0.303325838
Grk6,0.16124906,0.705388467
Ifit3,0.33811473,0.685268064
Sptbn5,1.981097837,2.05E-05
Gm2058,4.262763873,0.312086972
Ranbp6,-0.539684971,0.235381519
Chst14,1.176598427,0.003854362
Pak6,2.059504511,0.010654357
Gm13981,1.203288606,0.667568547
Grem1,1.469166463,0.187048368
Actg-ps1,1.498556486,0.307690484
Gm10800,7.815733576,0.028660465
Gm10801,7.700016716,0.029069525
Accsl,3.849694257,NA
H2bc3,-0.843954841,0.161169953
Gm4981,6.826690705,0.067860739
Duxf3,6.775790408,0.278403464
Yae1d1,-1.065107064,0.003345688
Olfr1506,1.952630734,NA
Cd80,4.436581007,1.37E-43
F930017D23Rik,0.892265386,0.791350071
Znhit2,-0.440301923,0.372432687
Ccdc58,0.517537006,0.176949253
Amd1,-1.263148494,0.000506583
Cenpw,-0.223494915,0.78698858
Gm10819,2.63826826,0.006722601
Pde11a,1.633537089,0.115643866
Ttc30a1,-0.584748162,0.352048777
Ttc30b,0.149894306,0.843432247
Mrpl23-ps1,-0.390242925,0.372364505
Wipf1,-0.277979063,0.520494264
Carns1,0.537925313,0.240427438
H60b,0.808801458,0.014808261
Gm13597,1.291732708,0.428080392
Zbtb2,-0.682235072,0.064806187
Smim6,-0.255874825,0.703234075
Olfr288,1.161793838,0.206661772
Dnlz,-0.602321409,0.101007299
Alg10b,-0.726327987,0.115656133
Aarsd1,-0.771967258,0.08679337
Nrbp2,1.048823141,0.53034553
Nynrin,0.455763987,0.839982603
Zfp652,-0.199025341,0.539673185
Smok3c,5.916610914,0.128965144
Smok3a,1.708365234,0.480242729
Slurp2,0.584188203,0.813704358
Gpx4,0.325203098,0.364014541
Ywhaq,-1.014529988,0.002136723
Acsf2,0.209239136,0.656497055
Ass1,2.996870262,1.22E-18
Trbj1-5,-0.050280529,0.984939025
Trbj1-6,0.98474899,0.634658652
Trbc2,0.079499821,0.918844483
Trbv31,3.528973324,0.019306232
Igkv2-137,-0.205876676,0.81769116
Igkv17-127,0.808977704,NA
Igkv9-123,0.899029914,0.39947687
Igkv2-112,0.253440132,0.843637633
Igkv16-104,-0.251377233,0.817603256
Igkv15-103,1.277515064,0.372267526
Igkv1-99,0.694567576,0.680018169
Igkv11-106,-0.23458949,0.903628581
Igkv12-89,0.193686785,0.917095841
Igkv4-86,-0.390655817,0.762004667
Igkv13-84,-1.189722354,0.038560275
Igkv4-81,-0.194387929,0.780176718
Igkv4-80,0.233179123,0.84709928
Igkv4-79,-0.534584989,0.436161918
Igkv4-72,-0.209698307,0.837630454
Igkv4-69,-0.72944012,0.291642295
Igkv4-68,-0.557202999,0.654402839
Igkv4-63,-0.234575867,0.839981431
Igkv4-61,1.753804308,0.363556298
Igkv4-57,-0.088893014,0.941677765
Igkv4-83,-1.058619191,0.512580779
Igkv4-50,-1.606920115,0.355804737
Igkv5-39,1.336504841,0.646951339
Igkv12-38,-0.640920373,0.706088346
Igkv5-37,0.343684861,0.866346161
Igkv7-33,-0.055214589,0.972143486
Igkv6-32,0.147401066,0.875142433
Igkv6-29,0.21441611,0.909924459
Igkv8-27,0.277186159,0.792176253
Igkv8-24,0.25143877,0.841208116
Igkv3-10,-0.464823387,0.376298466
Igkj2,0.155101851,0.87749794
Igkj3,-0.331263706,0.494645159
Igkj4,-0.167785413,0.820435119
Igkj5,0.481264556,0.634658652
Igkc,-0.012487153,0.991377646
Ighg2c,0.48284279,0.881930321
Ighg2b,0.674966256,0.794802754
Ighg1,-0.774770504,0.700727598
Ighg3,0.733340684,0.63146761
Ighm,-0.071447501,0.945155329
Ighj3,1.239686459,0.019748799
Ighj2,0.924233943,0.215995703
Ighj1,0.571512505,0.579418176
Ighv2-6-8,-1.053470464,0.453276752
Ighv7-3,0.144312719,0.899601215
Ighv4-1,-0.087832292,0.920972269
Ighv7-1,-0.386789548,0.726561428
Ighv14-4,-0.124082916,0.838431135
Ighv3-5,-0.114158587,0.974092311
Ighv3-6,-0.551019032,0.722630706
Ighv3-8,-0.434611084,0.628622078
Ighv12-3,-0.257606984,0.809609963
Ighv6-3,0.656050404,0.519829166
Ighv6-6,0.129525228,0.947754019
Ighv1-18,-0.021808515,0.985927477
Ighv1-47,-1.292064364,0.253809474
Ighv1-49,-0.936136653,0.331293915
Trgc1,0.378991891,0.855478522
Traj12,1.230433857,0.578192653
Iglv1,-0.903448186,0.088271669
Iglc2,-0.442401269,0.246921046
Iglv3,-0.209575082,0.613319408
Rps12l1,0.435935626,0.940152553
Rpl23a-ps3,1.795545987,NA
Gm2399,0.211753855,0.949288171
Capns2,0.359780595,0.770277285
Psme2b,-0.655294185,0.001178758
Gm12184,1.077740306,0.618967907
Lenep,0.330853354,0.975924207
Gm20900,-0.268767993,0.777560804
Gm15610,0.648006967,0.731348405
Chml,-0.820910119,0.016351156
Gm12854,-0.861391069,0.65808113
Hmga1b,0.756563636,0.798780116
Gm2606,1.535389214,0.569435333
AW011738,-0.476071821,0.140808765
Smim1,-1.078682027,0.06279042
Mos,-1.425413155,0.637073757
Gm4294,0.916953174,0.937776883
Ctdsp2,0.829271168,0.0025083
AU041133,-0.338254484,0.519814294
Smim24,0.819525034,0.099687248
Raet1d,0.276690034,0.848200891
Zfp268,-0.643541433,0.107760295
Nkain1,-0.817846978,0.755174754
Bnip3,-0.658302548,0.148740271
1110065P20Rik,-0.592265989,0.328707257
Ccdc24,-0.615025136,0.768166577
Gvin2,-0.883025796,0.004503517
Gm5901,10.66363784,NA
Trim30c,-0.042588451,0.958312041
Marchf10,8.745871939,NA
Lrrc37a,5.241056178,NA
Gm7336,0.149750817,0.951893981
Gm17546,0.735829593,0.381112865
Aoc2,-0.547095616,0.115570496
Psme3,-0.814731756,0.007799344
Cisd3,-0.233870387,0.603933068
Tomm5,-1.393215848,0.000608815
Gm12394,2.186938895,0.3856212
Haus5,0.26527053,0.520880136
Rad54b,-1.210837787,0.065040458
Zfp59,-0.917038004,0.006965928
Gm5150,-0.225419771,0.792798394
Gm9733,-0.591386089,0.739434712
Rbis,-0.773924988,0.006970324
Dph1,-0.807684815,0.027352994
Dact3,6.572698523,1.64E-21
Ceacam15,1.818813331,NA
Eif5a,-1.024740611,0.010190246
Prkcg,0.628996446,0.511471257
Gm10999,0.718204314,0.73407745
H2aw,0.513815591,0.410585103
Gm14322,0.328592206,0.922962434
Gm14418,-0.81898496,0.579767744
Gm14434,0.703220041,0.826085102
Gm2026,-0.599069386,0.466964294
Gm14288,-2.736065357,0.635143136
Gm4724,-0.469778926,0.523778018
Gm14440,-0.667873575,0.352080428
Fam186b,2.405281935,NA
Gm11011,0.516365105,0.753942953
Ifi47,-1.288631461,0.007542437
Tgtp2,-1.16794043,0.015512433
Pdf,-0.785258948,0.14336265
1700025C18Rik,0.910675669,0.746287111
Ak6,-0.775089804,0.015122693
Naip6,0.330676049,0.652708206
Naip2,0.084325152,0.860058757
Gm11027,2.111174503,0.059300571
Zfp456,1.880711813,1.58E-07
Samd1,-1.891715255,3.95E-06
Gm14147,1.485650431,NA
Gm14139,-2.358622101,0.077083782
Serpina3i,-0.114082861,0.956101869
Ifi27l2a,0.655954019,0.267987724
Ly6c1,1.113643462,0.290015873
Gm21961,1.225327841,0.138453626
Gsdmc,1.824804645,NA
Mef2b,2.109288249,0.000535482
Alkbh1,-0.52650008,0.074092898
Prnp,0.019742358,0.977080786
Fastkd5,-0.820646722,0.013041738
Gm11042,1.259154204,0.345337763
Hmgn2-ps1,-0.798184348,0.69397899
Slc28a2b,0.252120011,0.465763555
Gm3086,0.151825286,0.89314217
Ccdc82,0.029025909,0.956575335
Tgm7,2.466252489,NA
Prps1l3,-0.837449265,0.03271857
Gm8818,2.529862822,3.79E-05
Gm4204,0.817797959,NA
C030005K15Rik,-0.45553259,0.682668938
Psme2,-0.679918064,0.123327372
Gm6565,-0.791840692,0.548374256
Gm9531,-0.727053581,0.436161918
Clec7a,0.870303914,0.374337882
Klrb1,4.747719374,6.35E-06
Lemd1,1.206847526,0.433796962
Ifit1bl1,-0.921024565,0.0277066
C1s2,4.306768493,NA
Gm9006,4.013083552,0.030125127
Gm43302,0.413724306,0.918293038
Gm8334,3.549872348,0.750964093
Gm3443,1.382014956,0.55836175
Gm3298,-0.511097738,0.845846207
Gm11110,-0.768093699,0.210449459
Cntf,-0.873574788,0.100796159
St6galnac4,-0.543702726,0.098857435
B3gnt7,0.513077349,0.674972759
Prdm12,0.635045209,0.842635964
Utp14b,-1.24508495,2.39E-05
Znrd2,-0.895062218,0.014668217
Phyhd1,0.27553773,0.616638351
Apoo,0.362013313,0.644185921
Tmsb10,-0.466094064,0.103855263
Igkv13-85,-0.652760233,0.53629587
Igkv13-87,-0.7971007,0.685268064
Kifc1,3.138519027,4.18E-14
Marchf2,0.297330821,0.578266692
Hoxa3,1.66249629,0.332782959
Pglyrp2,-0.089261915,0.846771155
Rbpj-ps3,-2.396188702,0.362913424
C1qtnf5,0.507639649,0.87749794
NA,3.16000507,0.375686667
Rhox4f,0.312217979,0.682461944
Rhox4c,-0.38693156,0.845049695
Rhox4a,1.053818491,0.516546409
Rpl39,-0.664211216,0.371777748
Fam71f2,0.572375527,0.664120534
Rab26,-0.475853665,0.511389633
Tmem243,-0.273329367,0.483231578
Fdx2,-0.408679361,0.320636603
Zglp1,-1.475387294,0.06373353
Dynlt2a1,0.958903218,0.270321319
Dynlt2a2,0.485126671,0.409470954
Xlr4a,-0.36421529,0.702813585
Klra4,0.900468468,0.337059534
Klra1,0.855192738,0.318232483
Gm10698,-1.150192755,0.153283778
Gm16073,-0.252223157,0.87749794
Cox5b-ps,-1.14494795,0.604745221
Gm5566,-1.146904052,0.530659436
Gm5915,0.188098723,0.811564759
Gm14448,1.707165325,NA
Gm12340,-0.213632347,0.902975168
H2bu1-ps,0.052900018,0.951893981
Gm16077,0.921628122,0.383228767
Gm12543,0.927867937,0.243093973
Gm6368,-1.430363839,0.454981235
Gm12174,-1.392350556,0.354929794
Gm8250,0.510156429,0.444043746
Gm9159,-0.276334568,0.746827952
Gm9385,-0.415166454,0.843685047
Rpl30-ps3,-0.41299776,0.706596077
Gm7332,0.057170642,0.994429586
Rpl22-ps1,-0.335199872,0.766588979
Rpl10-ps6,0.312847831,0.855653494
Ndufa12-ps,0.179340441,0.909924459
Gm14567,-0.222722748,0.932091938
Ywhaq-ps3,0.122188714,0.908524003
Gm12269,-0.701901194,0.55266864
Gm12463,-0.933715477,0.371057246
Gm15925,1.115779773,0.210960828
Got2-ps1,0.558554906,0.684269442
Gm9208,-0.129084746,0.815597505
Gm16056,19.49667106,NA
Gm16128,0.635189203,0.705388467
Gm11490,1.046198433,0.506162736
Gm13772,-2.471788821,0.763727188
H2ac5-ps,0.081695946,0.957707265
Gm12846,1.339905208,0.152199858
Gm15427,1.256064083,0.647762818
Gm6305,-1.705005894,0.248713
H3c15,-0.976649683,0.157192308
Rps15a-ps7,4.230843598,NA
Rpl19-ps11,2.590843906,0.139544503
Gm5913,-1.45923283,0.550608022
Gm15784,-0.674979174,0.741550185
BC022960,0.991560812,0.417202896
Gm12922,-0.548327694,0.740480508
H3f3a-ps2,1.335804649,0.548374256
Gm13136,0.862359475,0.611297884
Gm11271,-0.639278617,NA
Gm13858,4.913766359,0.040023746
Gm6964,-0.928505722,0.598475647
Rpl35a-ps2,4.109747692,0.294697479
Gm4297,2.222977007,0.073742281
Gm14760,-1.035842926,0.607726476
Gm16089,1.505849272,NA
Gm13574,0.972196825,0.028944426
Gm13529,-0.234396447,0.871058611
Gm15554,-0.091716283,0.969775955
Gm12112,0.708619043,NA
Ap2m1-ps,-1.202881702,0.327441038
Rpl7-ps9,-0.453272403,0.841113932
Gm13673,1.52594391,0.348624821
Gm12397,-0.980046846,0.371937304
Gm16071,2.314113306,0.000638717
Gm14303,11.53188154,NA
Gm13818,-0.531367637,0.72881735
Gm15011,0.106750825,0.947877987
Gm14686,1.327672364,0.667070916
Rps13-ps4,-0.808258864,0.512524416
Gm12752,1.591921999,0.331541929
Rps6-ps4,0.340665341,0.954922392
Gm6161,-6.14719277,0.046042714
Gm12734,-0.032722391,0.970305736
Pou5f1-rs13,-0.2581556,0.877805471
Gm4853,0.910571783,0.603705374
Gm12338,-0.452414503,0.623843138
Gm15368,-0.074485783,NA
Gm9311,0.547733651,0.371202308
Gm11623,4.476556805,0.080243427
Gm12924,0.170675494,0.907905901
Slc48a1,0.283292817,0.65098339
Gm12411,0.929197862,0.734765581
Gm9218,0.288421513,0.928583924
Gm12490,-1.078775836,0.39947687
Gm11841,-0.701599403,0.780176718
Gm14681,1.415801307,NA
Gm11518,-1.960758465,NA
Gm9436,-2.529058975,0.057022615
Gm13351,0.195271247,0.832343801
Gm14633,-0.382515034,0.747568962
Gm5937,-1.486698068,0.2281535
Rplp0-ps1,0.834106496,0.511389633
Gm15530,2.468204934,0.176949253
Gm11787,0.52256726,0.79099722
Gm15922,0.71899151,0.083101648
Gm13167,-1.522700499,NA
Gm11874,-0.938703726,0.564997772
Rps2-ps13,-0.546778111,0.858240895
Rpsa-ps5,-0.143544956,0.948792789
Rps11-ps3,0.072828309,0.975924207
Gm12391,0.947537691,0.737711197
Gm15931,0.59431478,0.641613359
Gm13785,1.059196454,0.052472053
Hmgb1-ps2,-0.903284159,0.756167906
Sms-ps,-1.127479739,0.05240443
Gm15152,-0.040450797,0.982157723
Gm13991,3.342779002,NA
Gm5898,1.981187314,0.194162999
Gm8662,0.500785376,0.798228578
Gm8152,0.473435489,0.831022915
Gm12713,0.414506442,0.686208615
Rpl17-ps5,1.36746322,0.322131268
Gm12039,0.547501289,0.690793861
Gm14752,2.43777712,0.279725598
Rpl17-ps10,-0.326785809,0.786987775
Gm15536,19.39839729,NA
